,name,fork project,commits,branches,default branch,releases,contributors,license,watchers,stargazers,forks,size,created,pushed,updated,homepage,main language,total issues,open issues,total pull requests,open pull requests,last commit,last commit SHA,has wiki,is archived,languages,labels
1973,theano/theano,False,28123,3,master,34,350,Other,572,9320,2502,68141,2011-08-10 03:48:06.0,2020-09-05 10:41:31.0,2021-01-01 18:36:53.0,http://www.deeplearning.net/software/theano,Python,2653,572,4108,102,2020-09-05 10:39:50.0,eb6a4125c4f5617e74b10503afc3f334f17cf545,True,False,,
1864,spongepowered/spongecommon,False,5543,18,stable-7,23,97,MIT License,44,215,166,42868,2015-04-11 20:38:48.0,2020-10-02 23:27:37.0,2020-09-28 10:58:30.0,,Java,1982,328,1180,26,2020-09-24 04:38:25.0,93573d687d6094f6d9466942450716f1847e6f3f,True,False,,
2200,zephyrproject-rtos/zephyr,False,50192,61,master,78,398,Apache License 2.0,349,4354,2668,386532,2016-05-26 17:54:19.0,2021-03-29 05:04:29.0,2021-03-28 20:04:25.0,https://docs.zephyrproject.org,C,11359,1130,22271,450,2021-03-28 12:30:06.0,7ce8c776504f80296d0c107581f908d674dc762a,True,False,"C,Python,CMake,Assembly,C++,Perl,Shell,SmPL,Verilog,Tcl,Objective-C,Gherkin,HTML,Pawn,EmberScript,Haskell,Makefile,VBA,PLSQL,Batchfile","Backport,Blocked,Bluetooth HCI,Bluetooth Qualification,Code Coverage,Coverity,DNM,Duplicate,EXT,Enhancement,Experimental,External,False positive,Feature,Feature Request,GSoC,Good first issue,Hardware Support,Hotfix,In progress,Inclusive Language,LTS,Licensing,Maintainer,Meta,Needs review,OpenOCD,RFC,Regression,Release Notes,Release Notes Required,Security Review,Stable API Change,Stale,TSC,Trivial,Waiting for response,Wont Fix,area: ADC,area: AIO,area: AMP,area: API,area: ARC,area: ARM,area: ARM64,area: ARM_64,area: Architectures,area: Audio,area: Base OS,area: Bluetooth,area: Bluetooth Audio,area: Bluetooth Controller,area: Bluetooth Host,area: Bluetooth Mesh,area: Boards,area: Build System,area: C Library,area: C++,area: CAN,area: CMSIS-Core,area: CMSIS-DSP,area: CMSIS-NN,area: Clock Control,area: Clocks,area: Code Style,area: Coding Guidelines,area: Configuration System,area: Conformance,area: Console,area: Continuous Integration,area: Counter,area: Crypto / RNG,area: DAC,area: DFU,area: DMA,area: DX,area: Debugging,area: Device Management,area: Device Model,area: Devicetree,area: Devicetree Binding,area: Devicetree Tooling,area: Disk Access,area: Display,area: Documentation,area: Drivers,area: EEPROM,area: Ethernet,area: Exception Handling,area: File System,area: Flash,area: Flashing,area: GPIO,area: HWINFO,area: I2C,area: I2S,area: IEEE 802.15.4,area: IPC,area: IPM,area: Interrupt Controller"
304,cegui/cegui,False,6360,161,master,31,48,MIT License,10,111,24,43010,2020-01-09 08:15:37.0,2020-12-11 23:13:10.0,2021-01-05 09:10:52.0,http://cegui.org.uk,C++,1188,150,23,3,2020-12-11 23:13:03.0,1e8d5d9a45456248176f3f0e5359b88cd740bb8f,True,False,,
1617,ptmt/react-native-macos,False,13041,25,master,9,1181,Other,244,11423,496,85882,2015-10-04 15:22:01.0,2020-12-22 00:40:58.0,2021-02-11 23:54:10.0,,JavaScript,173,47,86,13,2020-07-17 13:24:16.0,0f09ff48a8c1e2310ec9eef2529d64e321c0b599,True,False,"JavaScript,Java,Objective-C,C++,Objective-C++,HTML,Starlark,Shell,C,Assembly,Ruby,Makefile,CSS,Kotlin,Batchfile","bug,dependencies,discussion,duplicate,feedback wanted,help wanted,invalid,need more details,promo,proposal,question,wontfix,work in progress"
1205,microsoft/cntk,False,16116,1069,master,39,202,Other,1336,16954,4409,935976,2015-11-26 09:52:06.0,2020-09-08 19:40:44.0,2021-01-11 03:03:31.0,https://docs.microsoft.com/cognitive-toolkit/,C++,3260,746,549,84,2020-03-31 15:55:14.0,e9396480025b9ca457d26b6f33dd07c474c6aa04,True,False,,
95,apache/lucenenet,False,6038,28,master,8,43,Apache License 2.0,175,1570,559,167181,2009-03-27 15:41:57.0,2021-03-29 09:04:14.0,2021-03-29 09:04:18.0,https://lucenenet.apache.org/,C#,109,44,346,6,2021-03-29 09:03:37.0,7f40e2f67a5e88b3a9c7b3418101a0629a8780d9,False,False,"C#,PowerShell,HTML,JavaScript,XSLT,CSS,Liquid,Batchfile,Gnuplot","Lucene.Net Contrib,Lucene.Net Core,Lucene.Net Test,Lucene.Net.Analysis.SmartCN,Lucene.Net.Facet,Lucene.Net.Misc,Lucene.Net.Queries,Lucene.Net.QueryParser,Lucene.Net.TestFramework,Project Infrastructure,awaits:discussion,dependency,design,docs,good-first-issue,hacktoberfest-accepted,help-requested,help-wanted,investigation,is:bug,is:duplicate,is:enhancement,is:feature,is:idea,is:invalid,is:question,is:wontfix,lucene-cli,performance,pri:critical,pri:high,pri:low,pri:normal,test-failure,testability,up-for-grabs"
1096,liveblog/liveblog,False,7103,6,master,79,31,GNU Affero General Public License v3.0,24,91,56,25532,2015-02-18 09:22:19.0,2021-03-29 14:14:20.0,2021-03-29 13:18:33.0,https://www.sourcefabric.org/software/liveblog,JavaScript,37,7,1290,2,2021-03-26 13:15:06.0,3fef2665805a3e6a87c4093fbe766ab1cdac23e0,True,False,"JavaScript,Python,HTML,API Blueprint,SCSS,Gherkin,TypeScript,Less,CSS,Shell,Dockerfile,Makefile,Vim script","bug,dependencies,duplicate,enhancement,help wanted,invalid,javascript,need reviews,python,question,wip,wontfix"
1943,taskcluster/taskcluster,False,19652,66,main,110,173,Mozilla Public License 2.0,11,128,195,125324,2018-12-15 03:48:26.0,2021-03-28 12:26:57.0,2021-03-27 12:48:23.0,https://taskcluster.net,JavaScript,1098,194,3557,20,2021-03-27 12:48:20.0,8e18d296c06578f5fc1123c1ab80aceb00a97f84,False,False,"JavaScript,Go,Python,Rust,Shell,PLpgSQL,Pug,CSS,Dockerfile,EJS,Makefile,Batchfile,HTML","Epic,blocked,blocker,bug,checks api,cloud-dependency,db,dependencies,deploy-config,docs,enhancement,github,good first issue,good second issue,help wanted,housekeeping,javascript,lang:go,lang:js,lang:python,lang:rust,notifications,object-service,outreachy,performance,provisioning,smoketest,stabilization,tc-ci,ui,worker management"
473,dita-ot/dita-ot,False,5616,19,develop,76,33,Apache License 2.0,85,280,153,99814,2012-04-14 04:49:04.0,2021-03-25 10:32:57.0,2021-03-25 20:33:41.0,https://www.dita-ot.org,Java,2884,221,830,17,2021-03-09 16:25:48.0,9d0ad7495db0240ef7acee99b3593368acd90a89,True,False,"Java,XSLT,HTML,SCSS,CSS,Shell,Batchfile,C,JavaScript,Dockerfile","CI,CLI,DITA 1.3,DITA 2.0,accessibility,ant,architecture,bug,build,dependency,dita standard,duplicate,enhancement,feature,good first issue,i18n,inactive,index,invalid,need-more-info,needs reproduction,obsolete,platform-dependent,platform/windows,plugin-integration,plugin/eclipsehelp,plugin/html5,plugin/htmlhelp,plugin/javahelp,plugin/lwdita,plugin/odt,plugin/pdf,plugin/pdf/fop,plugin/tocjs,plugin/troff,plugin/wordrtf,plugin/xhtml,preprocess,preprocess/branch-filtering,preprocess/chunking,preprocess/coderef,preprocess/conref,preprocess/filtering,preprocess/keyref,preprocess2,priority/high,priority/low,priority/medium,project,question,stale,support,won't fix"
2110,vuetifyjs/vuetify,False,11277,72,master,384,438,MIT License,615,29986,5481,68793,2016-09-12 00:39:35.0,2021-03-28 17:51:40.0,2021-03-29 12:28:48.0,https://vuetifyjs.com,TypeScript,9696,1184,3420,30,2021-03-28 04:39:34.0,009d96968026b8fa0b89b1a9fadddf7b8c832f25,True,False,"TypeScript,Vue,Sass,JavaScript,SCSS,HTML,Shell,Dockerfile","C: New Component,C: New Composable,C: Selection controls,C: Transitions,C: VAlert,C: VApp,C: VAppBar,C: VAutocomplete,C: VAvatar,C: VBadge,C: VBanner,C: VBottomNavigation,C: VBottomSheet,C: VBreadcrumb,C: VBtn,C: VBtnToggle,C: VCalendar,C: VCard,C: VCarousel,C: VCheckbox,C: VChip,C: VChipGroup,C: VCol,C: VColorPicker,C: VCombobox,C: VData,C: VDataFooter,C: VDataIterator,C: VDataTable,C: VDatepicker,C: VDialog,C: VDivider,C: VEditDialog,C: VExpansionPanel,C: VFileInput,C: VFooter,C: VForm,C: VGrid,C: VIcon,C: VImg,C: VInput,C: VItemGroup,C: VLazy,C: VList,C: VListGroup,C: VMain,C: VMenu,C: VMessage,C: VNavigationDrawer,C: VOverflowBtn,C: VOverlay,C: VPagination,C: VParallax,C: VProgressCircular,C: VProgressLinear,C: VRadio,C: VRadioGroup,C: VRangeSlider,C: VRating,C: VResponsive,C: VRipple,C: VRow,C: VSelect,C: VSelectList,C: VSheet,C: VSimpleCheckbox,C: VSimpleTable,C: VSkeletonLoader,C: VSlideGroup,C: VSlider,C: VSnackbar,C: VSpacer,C: VSparkline,C: VSpeedDial,C: VStepper,C: VSwitch,C: VTabs,C: VTextField,C: VTextarea,C: VTimePicker,C: VTimeline,C: VToolbar,C: VTooltip,C: VTreeview,C: VVirtualScroll,C: VWindow,CSS specificity,D: New Directive,D: click-outside,E: Validation,Epic,Framework,NUXT,P: critical,P: elite sponsor,P: high,P: low,P: sponsor,PR: don't squash,S: has PR"
684,flowminder/flowkit,False,8711,35,master,57,13,Mozilla Public License 2.0,12,60,15,247509,2018-10-31 23:59:44.0,2021-03-29 11:38:42.0,2021-03-29 11:17:27.0,https://flowminder.github.io/FlowKit/,Python,551,149,3285,20,2021-03-29 11:17:24.0,b74c8797900c3b5310847b11b1d37b2da3d2a6b0,True,False,"Python,JavaScript,PLpgSQL,Shell,Dockerfile,Jupyter Notebook,Makefile,HTML,Ruby,CSS,Smarty","AutoFlow,CI,FlowAPI,FlowAuth,FlowClient,FlowDB,FlowETL,FlowMachine,UX/UI,asana,bug,dependencies,deployment,development,discussion,docker,docs,duplicate,enhancement,flowkit-jwt-generator,good first issue,help wanted,invalid,javascript,logging,maintenance,performance,permissions,python,question,quick-start-script,ready-to-merge,refactoring,release,ruby,security,tests,visualization,wontfix,worked_examples"
1603,project-osrm/osrm-backend,False,8356,173,master,22,126,BSD 2-Clause Simplified License,236,4281,2368,41747,2011-09-22 10:05:08.0,2021-03-26 16:32:03.0,2021-03-26 16:32:13.0,http://map.project-osrm.org,C++,3927,765,2065,37,2021-03-26 16:32:03.0,c15b02ecf631ad4a8c8d4f42e4449c29c8dc3d12,True,False,"C++,Gherkin,JavaScript,Lua,CMake,Python,Shell,Batchfile,Makefile,Dockerfile","Bicycle,Bug Report,Compilation,Discussion,Experimental - Do not merge,Feature Request,Guidance,Hacktoberfest,MLD,NodeJs,Optimization,Profile,Ready To Merge,Refactor,Review,Review - In feedback,Starter Task,Travis,Windows,Work In Progress,answered - waiting for response,hacktoberfest-accepted,invalid,question"
1863,spongepowered/sponge,False,7339,12,api-8,10,105,MIT License,40,243,179,49988,2015-04-11 20:38:48.0,2021-03-29 20:20:54.0,2021-03-29 20:20:57.0,,Java,2062,278,1276,21,2021-03-29 20:19:57.0,d337c2a3b8f2b333253d8c49b2773b5a129f3fcb,True,False,"Java,Kotlin,Shell","api: pending,branch: bleeding,help wanted,priority: high,priority: low,priority: medium,resolution: duplicate,resolution: incomplete,resolution: invalid,resolution: moved,resolution: no response,resolution: superseded,resolution: unsupported,resolution: wishful thinking,resolution: wontfix,status: accepted,status: blocked,status: input wanted,status: investigation,status: more information needed,status: needs review,status: needs testing,status: needs triage,status: needs updating,status: pr pending,status: ready to merge,status: requested changes,status: stale,status: waiting for reply,status: wip,system: advancement,system: client,system: command,system: config,system: crafting,system: data,system: economy,system: entity,system: event,system: inventory,system: network,system: permission,system: phase tracker,system: redstone,system: registry,system: scoreboard,system: test,system: text,system: world,system: world gen,type: backport,type: bug,type: enhancement,type: feature request,type: impl request,type: performance,type: support,version: 1.10 (u),version: 1.11 (u),version: 1.12,version: 1.16,version: 1.8 (u)"
2050,unvanquished/unvanquished,False,10348,51,master,9,67,Other,56,596,122,141846,2011-09-30 16:44:44.0,2021-03-25 06:21:09.0,2021-03-25 06:21:12.0,https://unvanquished.net,C++,868,264,470,14,2021-03-25 06:21:09.0,2783e77acc2e41fc1f717124394ed851f1b612e6,True,False,"C++,C,CMake,Shell,Objective-C,Batchfile,PowerShell,Perl","A-Assets,A-Audio,A-Bots,A-Build,A-Client,A-Distribution,A-Engine,A-Gamelogic,A-Input,A-Logging,A-Network,A-Renderer,A-Server,A-Tutorial,A-UI,A-Website,D-Easy,D-Hard,D-Medium,D-Mentored,D-Rookie,GPU-AMD,GPU-Intel,GPU-Nvidia,OS-Linux,OS-Mac,OS-Windows,PR-Blocked,PR-Merge-Pending,PR-Needs-Review,PR-Work-In-Progress,S-Blocking,S-Duplicate,S-Help-Wanted,S-Invalid,S-Needs-Fork,S-Needs-Input,S-Postponed,S-Verified,S-Wontfix,T-Accessibility,T-Bug,T-Cleanup,T-Enhancement,T-Feature-Request,T-Missing,T-Performance,T-Question,T-Regression,T-Security,T-Task,T-Verbosity"
1083,linq2db/linq2db,False,5322,50,master,61,82,MIT License,160,2009,368,458782,2011-06-18 16:24:37.0,2021-03-28 15:46:26.0,2021-03-28 20:08:48.0,,C#,1760,250,1150,26,2021-03-25 14:51:46.0,a164fe831501cb81bd6ffb80f144d56247951465,True,False,"C#,TSQL,Shell,PLSQL,Batchfile,PLpgSQL,F#,PowerShell,Visual Basic .NET,Smalltalk","area: T4,area: async,area: bulk-copy,area: compiled-query,area: configuration,area: data-context,area: documentation,area: extensions,area: fluent-mapping,area: fsharp,area: infrastructure,area: linq,area: mapping,area: mono,area: nuget,area: performance,area: remote-context,area: schema,area: sql,area: types,area: vb.net,area: xamarin,area:DDL,area:tests,epic: DDL,epic: configuration,epic: eager-load,epic: insert,epic: merge,epic: output,epic:code-generator,good first issue,provider: access,provider: db2,provider: firebird,provider: informix,provider: mssql,provider: mysql,provider: oracle,provider: postgresql,provider: sap-hana,provider: sqlce,provider: sqlite,provider: sybase,resolution: external,resolution: out-of-scope,severity: critical,severity: regression,status: expecting answer,status: has-pr,status: has-tests,status: investigation-required,status: needs-tests,type: bug,type: discussion,type: feature,type: improvement,type: question,type: refactoring"
282,canjs/canjs,False,11227,320,master,323,171,Other,109,1848,414,184137,2012-01-20 17:57:21.0,2020-12-29 16:15:49.0,2021-02-15 17:22:08.0,https://canjs.com/,JavaScript,2141,294,3365,13,2020-12-29 15:48:36.0,1aafb33df687c6fe6563745993907e5e7c47990a,True,False,"JavaScript,HTML,Makefile,Shell","6.0,6.1,CI,Dev Build,Epic,Future Feature,Moved to sub-repo,Test Needed,accessibility,bug,can-component,cleanup,community,compatibility,demos,design,developer relations,discussion,documentation,duplicate,easy,enhancement,error messages,es modules,fixed in branch,good first issue,greenkeeper,help wanted,in progress,invalid,meetup content,needs a hero,needs submitter response,p0,p1,p2,p3,p4,performance,proposal,question,regression,review,sample code,semver major,solved on paper,testing,training content,tree-shaking,webpack,website,wontfix"
2094,visit-dav/visit,False,17231,54,develop,12,37,BSD 3-Clause New or Revised License,14,142,44,349400,2019-01-13 23:27:26.0,2021-03-28 13:23:08.0,2021-03-28 13:23:10.0,https://visit.llnl.gov,C,3894,1556,1477,7,2021-03-28 13:22:16.0,adc7b2db5abaa211d6829b41286278d64c6f6c45,True,False,"C,C++,Python,Java,Shell,CMake,HTML,Fortran,JavaScript,SWIG,Perl,Objective-C,Roff,Mathematica,XSLT,CSS,Makefile,QMake,Dockerfile,Objective-C++,Gnuplot,Awk,Pawn,Batchfile","asc,bug,crash,docs,enhancement,good first issue,grizit,help wanted,impact high,impact low,impact medium,likelihood high,likelihood low,likelihood medium,low-hanging fruit,priority,question,reviewed,scidac,vtk8,wontfix,wrong results"
1348,nukeykt/nblood,False,12176,7,master,2,30,,25,272,35,125693,2019-02-12 13:57:15.0,2021-03-14 20:00:18.0,2021-03-14 14:51:18.0,https://lerppu.net/wannabethesis/,C++,238,66,225,4,2021-03-14 14:51:08.0,82028271de3e84df064f173da5295313a2de9daa,True,False,"C++,C,Lua,Assembly,Objective-C++,Makefile,Python,Objective-C,Shell,GLSL","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix"
1852,souffle-lang/souffle,False,9229,5,master,16,59,Universal Permissive License v1.0,37,429,112,538134,2016-03-12 03:39:22.0,2021-03-26 00:45:45.0,2021-03-26 00:45:49.0,http://souffle-lang.github.io/,C++,613,62,1270,2,2021-03-26 00:45:45.0,346d5591d209ab30b858fda93962d45cda2496f6,True,False,"C++,M4,Makefile,Shell,Yacc,LLVM,Dockerfile,CMake,Java,Python,C,SWIG,Batchfile","bug - identified,bug - triage,compatibility,documentation,duplicate,enhancement,help wanted,invalid,proposal,question,refactoring,release,wontfix"
226,bitzenycoredevelopers/bitzeny,False,14945,8,z2.0.x,127,467,MIT License,40,99,36,69256,2017-10-24 14:48:45.0,2018-11-22 12:53:10.0,2020-06-26 00:39:58.0,https://bitzeny.info,C++,16,5,32,3,2018-09-25 18:00:46.0,11f7e27a6a9967538b289f9918e71db37b933610,True,False,,
462,dhis2/dhis2-android-capture-app,False,6450,13,master,27,22,BSD 3-Clause New or Revised License,32,23,45,111738,2018-04-11 17:01:56.0,2021-03-24 16:22:25.0,2021-03-24 12:35:40.0,,Java,13,10,1993,7,2021-03-22 14:02:19.0,6573c076c241383eb0bb02d91320e62cf98a5894,True,False,"Java,Kotlin,HTML,Shell,Python","CONFLICT,Documentation,Internal testing,Problem with testing,Re-review,Ready for merge,Ready for testing,Tested,Unit Test,bug,changes requested,design,duplicate,enhancement,espresso test,on pause,question,refactor,release candidate,translations,waiting for approval,wontfix"
1548,photonstorm/phaser,False,16435,7,master,113,388,MIT License,1258,29290,6432,326548,2013-04-12 12:27:51.0,2021-03-28 17:22:31.0,2021-03-29 07:43:08.0,http://phaser.io,JavaScript,3596,102,1991,8,2021-03-26 15:31:33.0,4fea76252b28a21fc3ca2bed1d48588c4ef5a3d7,False,False,"JavaScript,TypeScript,GLSL","bounty,⌛️ Time Consuming,⌨️ Input,⏱️ Tween / Timeline,✨ Particles,🍏 Core,🍻 To be merged,🎞 Video,🎥 Camera,🎭 Mask,🎵 Audio,🐛 3rd Party Lib Bug,🐛 Beta Release Bug,🐛 Browser Bug,🐛 Spine,🐛 TypeScript Bug,👎Won't Fix,👩‍💻 Code example needed,💖 Feature Request,💡 Lights,💸Mac OS,📑 Example,📖 Docs,📜 Text,📦 Container,📱 Mobile,🔥 Priority: Urgent,🔮 Renderer (Canvas),🔮 Renderer (Headless),🔮 Renderer (WebGL),🕵️ Internal check needed,🕹️ Game Object,🖥️ Scale Manager,🖼️ Scene,🗃 Loader,🗺️ Tilemap,😖 Difficulty: Complex,🙇‍♂️ User to test,🙏 Help Wanted,🤓 Difficulty: Easy,🤨 Difficulty: Medium,🤷‍♂️ More info needed,🥇 Priority: High,🥈 Priority: Medium,🥉 Priority: Low,🦔 Need to reproduce,🧪Pipeline,🧱 Physics"
1347,nuget/nugetgallery,False,6428,125,main,36,113,Other,111,1304,598,79050,2011-08-09 17:57:32.0,2021-03-27 05:06:01.0,2021-03-26 20:07:33.0,,C#,5467,574,2981,14,2021-03-23 00:32:28.0,db62de43e24b704e9ab16d8abc39bdfa3e73260b,True,False,"C#,JavaScript,HTML,CSS,Less,PowerShell,ASP.NET,TSQL,Batchfile","Area: Accessibility,Area: Data Integrity,Area: Deployment,Area: Documentation,Area: Gallery UI,Area: Monitoring & Alerting,Area: NuGet.Server,Area: Performance,Area: Search,Area: Security,Area: Statistics,Area: Status page,Area: Test Coverage,Area: V2 Feed,Area: V3 Feed,Area: Validation,Area: licenses.nuget.org,BCDR,ClosedAs - By Design,ClosedAs - Duplicate,ClosedAs - External,ClosedAs - Not Repro,ClosedAs - Question,ClosedAs - Won't Fix,Customer Issue,Deployment,Discussions,Epic,External Contribution,Feature suggestion,GDPR,MVP,On-Call: Incident,Pillar: Engineering,Pillar: Experience,Pillar: Monitoring,Pillar: Scale,Pillar: Security,Priority - 1,Priority - 2,Priority - 3,Redesign Feedback,Refactoring,SymbolServer,Type:Bug,Type:Feature,UI improvement,Up for Grabs,Usabilla,Verified-Dev,Verified-Int,Verified-Prod,dependencies,feature-request,op,ops grabs"
700,frappe/erpnext,False,34845,33,develop,889,309,GNU General Public License v3.0,557,7974,3413,953267,2011-06-08 08:20:56.0,2021-03-28 14:51:18.0,2021-03-29 07:53:27.0,https://erpnext.com,Python,11578,2747,13393,85,2021-03-27 15:00:26.0,5c907fa7f093416bc8244f9d23dadaeb6eea5d15,True,False,"Python,JavaScript,HTML,Vue,SCSS,CSS,Less,Shell","Accounts,Action Required,Agriculture,Asset,Backlog,CRM,Communication,Customisations,Develop,Domains,Education,Enhancement,GST (India),Hospitality,Kaizen,Leaderboard,Marketing,Non-profit,POC,POS,Portal,Regional,Restaurant,Review-sider,Shortlisted,Skip Manual Testing,Statutory,Tools,UX Review Required,User Permission,V10,V12,WIP,Workflow,americas,awaiting confirmation,backport version-12-hotfix,bench,bug,buying,construction,critical,data-table,dependencies,depends-on-frappe,develop-branch-pr-missing,discussion,do not squash,documentation,dont-merge,downloads,duplicate,email,enterprise,entry-level,feature-request,fix-sider-issues,fixed,foundation-funded,framework,frappe-chat,frappe-support,healthcare,hotfix,hub,human-resources,inactive,installation,integration,invalid,javascript,legal,localization,maintenance,manufacturing,migration,mobile-app,mobile-app-challenge,needs-description,needs-docs,needs-screenshots,needs-semantic-title,needs-tests,paid development,payroll,pre-release-testing,print format,project-management,proposal,pull-request,question,refactor,release-candidate,replied,reports,review-codacy,reviewed,reviewing,security,selling"
